record_date,farm_id,animal_id,breed,age_years,lactation_number,days_in_milk,previous_mastitis_history,vaccinated,chronic_disease_flag,latitude,longitude,environment_area,ambient_temperature_c,relative_humidity_pct,temperature_humidity_index,surface_moisture_pct,hygiene_score_0_100,ventilation_score_0_100,manure_contamination_score_0_100,teat_cleanliness_score_0_100,milking_hygiene_score_0_100,post_milking_teat_dip,milking_interval_h,feed_intake_kg_day,water_intake_l_day,environment_total_mastitis_pathogen_load_log10,S_aureus_load_log10_cfu_equiv,S_uberis_load_log10_cfu_equiv,E_coli_load_log10_cfu_equiv,K_pneumoniae_load_log10_cfu_equiv,S_agalactiae_load_log10_cfu_equiv,dominant_environment_pathogen,dominant_pathogen_relative_abundance_pct,milk_yield_kg_day,milk_scc_cells_per_ml,milk_conductivity_mS_cm,milk_pH,milk_temperature_c,milk_fat_pct,milk_protein_pct,milk_lactose_pct,cmt_score_0_3,body_temperature_c,udder_surface_temperature_c,activity_score,rumination_min_day,blood_wbc_10e9_per_l,clinical_mastitis_now,synthetic_risk_score_pct,mastitis_risk_category,mastitis_in_next_7d,mastitis_in_next_14d,days_to_synthetic_event
2026-02-02,F27,10,Jersey_cross,6.4,4,52,0,1,0,9.65217,78.3278,bedding,31.12,79.16,84.53,25.15,58.09,82.73,15.33,65.11,82.77,1,7.23,7.9,55.25,5.74,4.469,5.013,5.454,5.091,3.973,E_coli,51.73,15.35,109485,3.935,6.689,36.77,3.77,3.36,4.77,1,38.71,34.86,95.0,455.3,8.15,0,32.37,Low,0,0,
2026-02-03,F27,10,Jersey_cross,6.4,4,53,0,1,0,9.65217,78.3278,external_road,29.36,58.77,78.68,23.25,70.47,78.98,15.55,61.75,72.9,1,6.46,6.66,47.89,5.101,4.294,4.118,4.339,4.834,3.539,K_pneumoniae,54.0,14.99,96992,3.927,6.656,37.03,3.89,3.14,4.75,0,38.61,34.09,95.9,456.0,7.87,0,14.39,No_Risk,0,0,
2026-02-04,F27,10,Jersey_cross,6.4,4,54,0,1,0,9.65217,78.3278,water_trough,22.59,89.39,71.8,56.02,46.65,57.85,45.88,48.16,72.72,1,7.94,8.28,47.68,6.104,4.444,5.091,5.629,5.832,4.164,K_pneumoniae,53.5,15.67,214736,4.094,6.609,37.0,3.67,3.48,4.7,1,38.45,33.81,99.7,508.9,7.66,0,53.91,Moderate,0,0,
2026-02-05,F27,10,Jersey_cross,6.4,4,55,0,1,0,9.65217,78.3278,soil,30.62,60.07,80.63,32.64,55.43,83.93,47.4,45.23,79.41,1,6.27,7.14,50.44,5.693,3.883,5.489,4.912,4.908,4.151,S_uberis,62.58,14.96,67229,4.144,6.666,37.05,3.77,3.22,4.79,0,38.61,34.89,95.7,440.7,5.97,0,22.75,Low,0,0,
2026-02-06,F27,10,Jersey_cross,6.4,4,56,0,1,0,9.65217,78.3278,water_trough,25.68,82.53,76.25,53.97,44.47,68.58,49.01,43.82,83.07,0,10.61,8.0,53.87,6.356,4.961,5.026,5.436,6.25,4.245,K_pneumoniae,78.49,13.94,64760,3.965,6.676,37.0,3.85,3.43,4.71,1,38.48,33.91,99.1,446.4,9.08,0,62.39,Moderate,0,0,
2026-02-07,F27,10,Jersey_cross,6.4,4,57,0,1,0,9.65217,78.3278,water_trough,26.73,94.35,79.42,56.96,59.08,43.77,58.89,62.85,72.13,1,8.35,5.03,45.61,6.356,4.123,5.22,5.761,6.172,4.43,K_pneumoniae,65.48,14.1,152362,4.245,6.615,36.91,4.08,3.17,4.74,0,38.58,34.15,108.5,448.8,8.6,0,64.48,Moderate,0,0,
2026-02-08,F27,10,Jersey_cross,6.4,4,58,0,1,0,9.65217,78.3278,milking_parlor,23.49,76.37,72.14,3.71,75.14,64.21,3.03,69.51,85.69,1,8.62,6.74,50.85,4.356,4.038,3.473,3.523,3.431,3.442,S_aureus,48.08,14.82,138798,4.118,6.676,37.08,3.93,3.21,4.76,0,38.49,33.43,91.2,449.2,6.81,0,3.23,No_Risk,0,0,
2026-02-09,F27,10,Jersey_cross,6.4,4,59,0,1,0,9.65217,78.3278,soil,28.18,68.58,78.39,29.19,74.15,59.49,13.0,67.52,91.21,1,10.81,8.07,48.85,5.445,4.228,5.271,4.585,4.423,3.988,S_uberis,67.11,14.43,207683,3.842,6.592,36.85,3.94,3.28,4.83,1,38.65,34.42,100.1,465.6,8.37,0,12.7,No_Risk,0,0,
2026-01-01,F03,11,Sahiwal,3.1,4,20,0,1,0,9.5014,78.84314,feed_area,27.72,76.77,78.81,12.5,73.74,68.29,1.09,74.11,100.0,1,7.46,6.03,53.99,4.552,3.671,3.848,3.993,4.08,3.317,K_pneumoniae,33.69,12.46,73604,3.895,6.613,37.03,4.0,3.25,4.66,0,38.27,34.36,106.9,483.5,7.26,0,4.41,No_Risk,0,0,
2026-01-02,F03,11,Sahiwal,3.1,4,21,0,1,0,9.5014,78.84314,feed_area,29.83,73.51,81.6,29.3,63.46,84.7,24.31,65.5,95.26,1,9.25,5.45,42.79,5.175,4.157,4.244,4.783,4.706,3.807,E_coli,40.49,11.63,90155,3.91,6.61,36.72,3.78,3.21,4.87,0,38.2,34.4,100.4,424.5,7.57,0,17.31,No_Risk,0,0,
2026-01-03,F03,11,Sahiwal,3.1,4,22,0,1,0,9.5014,78.84314,manure_area,31.47,73.68,84.15,47.21,40.41,63.8,61.87,38.9,70.31,0,6.95,7.87,56.02,6.298,5.314,4.771,6.06,5.745,4.262,E_coli,57.79,12.34,279014,4.164,6.662,36.97,3.67,3.25,4.7,0,38.5,34.31,108.1,444.1,7.69,0,66.26,Moderate,0,0,
2026-01-04,F03,11,Sahiwal,3.1,4,23,0,1,0,9.5014,78.84314,soil,30.19,68.33,81.34,29.63,56.4,60.85,60.69,44.88,64.17,1,7.84,8.11,54.66,5.557,4.047,5.133,4.342,5.25,4.144,K_pneumoniae,49.28,11.87,109525,4.092,6.598,36.86,3.53,3.31,4.95,0,38.62,34.53,81.6,511.2,7.46,0,21.19,Low,0,0,
2026-01-05,F03,11,Sahiwal,3.1,4,24,0,1,0,9.5014,78.84314,feed_area,31.73,76.05,84.96,27.47,65.8,69.75,31.46,58.72,73.47,1,9.16,5.83,47.42,5.103,4.413,4.538,4.498,4.276,4.206,S_uberis,27.21,11.27,159252,4.079,6.635,36.93,3.62,3.47,4.57,0,38.38,33.75,89.3,462.8,7.44,0,16.28,No_Risk,0,0,
2026-01-06,F03,11,Sahiwal,3.1,4,25,0,1,0,9.5014,78.84314,feed_area,25.91,79.58,76.29,10.18,72.72,79.87,37.27,89.37,78.61,1,8.32,8.36,47.21,4.739,4.049,4.273,4.016,3.982,3.689,S_uberis,34.24,11.06,63531,3.948,6.695,37.13,3.77,3.22,4.79,0,38.55,33.77,96.5,481.3,8.58,0,6.58,No_Risk,0,0,
2026-01-07,F03,11,Sahiwal,3.1,4,26,0,1,0,9.5014,78.84314,external_waste_area,28.6,81.01,80.78,43.7,9.26,77.31,100.0,3.08,43.46,0,7.83,6.37,43.25,6.616,5.301,4.915,5.98,6.456,4.606,K_pneumoniae,69.08,12.21,140352,3.886,6.643,36.98,4.15,3.11,4.76,0,38.74,34.42,117.0,501.7,9.99,0,85.49,High,0,0,
2026-01-08,F03,11,Sahiwal,3.1,4,27,0,1,0,9.5014,78.84314,bedding,32.34,71.81,85.16,27.82,55.73,70.59,30.82,70.55,86.57,0,6.02,6.57,54.1,5.761,4.741,4.566,5.043,5.565,3.818,K_pneumoniae,63.76,10.28,147033,4.09,6.635,37.07,3.85,3.42,4.77,1,38.68,34.36,93.1,519.9,9.03,0,37.06,Low,0,0,
2026-01-09,F03,11,Sahiwal,3.1,4,28,0,1,0,9.5014,78.84314,pasture,31.56,64.41,82.7,28.43,84.02,84.47,12.25,84.51,88.18,1,8.28,6.25,50.5,5.101,4.012,4.461,4.621,4.514,4.102,E_coli,33.11,12.32,148647,4.098,6.615,37.0,3.94,3.15,4.79,1,38.54,33.79,97.3,436.1,7.99,0,9.94,No_Risk,0,0,
2026-01-10,F03,11,Sahiwal,3.1,4,29,0,1,0,9.5014,78.84314,milking_parlor,26.19,69.08,75.49,22.15,70.17,73.86,33.92,53.79,73.1,0,8.22,6.92,56.9,5.271,4.899,4.142,4.565,4.613,4.197,S_aureus,42.45,11.67,117927,4.246,6.647,37.2,3.62,3.17,4.78,1,38.63,33.54,101.2,529.1,6.49,0,16.77,No_Risk,0,0,
2026-01-11,F03,11,Sahiwal,3.1,4,30,0,1,0,9.5014,78.84314,milking_parlor,26.58,82.78,77.74,7.43,77.46,67.3,20.21,79.38,92.33,0,8.66,8.15,53.45,4.805,4.489,4.119,3.818,3.487,4.009,S_aureus,48.25,11.69,103719,4.067,6.658,37.05,3.4,3.36,4.76,1,38.59,34.33,100.7,459.9,7.66,0,4.5,No_Risk,0,0,
2026-01-12,F03,11,Sahiwal,3.1,4,31,0,1,0,9.5014,78.84314,soil,31.76,70.91,84.11,28.61,45.58,60.32,49.54,44.67,58.5,1,5.51,8.38,51.48,5.668,4.264,5.504,4.341,4.99,3.965,S_uberis,68.42,12.39,95552,4.025,6.589,36.9,3.73,3.17,4.76,1,38.42,34.77,107.0,504.0,8.05,0,37.03,Low,0,0,
2026-01-13,F03,11,Sahiwal,3.1,4,32,0,1,0,9.5014,78.84314,milking_parlor,25.99,74.7,75.85,11.06,76.51,64.68,8.01,68.01,87.36,1,6.98,4.95,37.54,4.754,4.228,4.113,3.827,3.934,4.065,S_aureus,29.76,11.38,79524,3.827,6.657,37.02,4.05,3.16,4.74,0,38.32,34.06,99.9,480.1,8.36,0,3.57,No_Risk,0,0,
2026-01-14,F03,11,Sahiwal,3.1,4,33,0,1,0,9.5014,78.84314,bedding,29.38,81.81,82.15,35.47,59.53,65.19,41.52,53.6,72.09,0,9.02,8.5,51.64,5.95,4.629,4.779,5.481,5.661,4.45,K_pneumoniae,51.37,12.19,181093,3.964,6.662,36.99,3.62,3.2,4.85,0,38.54,34.29,91.2,429.2,9.01,0,43.56,Low,0,0,
2026-01-15,F03,11,Sahiwal,3.1,4,34,0,1,0,9.5014,78.84314,bedding,32.05,77.02,85.64,38.9,62.1,75.3,41.29,67.56,80.01,1,4.75,6.13,49.31,6.049,4.424,5.503,5.666,5.476,4.116,E_coli,41.35,12.58,54756,3.929,6.644,37.11,3.81,3.52,4.81,1,38.69,34.3,88.5,440.6,8.24,0,44.04,Low,0,0,
2026-01-16,F03,11,Sahiwal,3.1,4,35,0,1,0,9.5014,78.84314,milking_parlor,31.53,68.82,83.41,4.08,73.58,67.47,3.69,76.55,100.0,0,8.4,7.5,52.3,4.722,4.369,4.049,3.721,3.575,3.961,S_aureus,44.34,10.61,115131,4.135,6.639,36.92,3.63,3.31,4.6,0,38.39,34.16,110.9,455.7,6.89,0,3.98,No_Risk,0,0,
2026-01-17,F03,11,Sahiwal,3.1,4,36,0,1,0,9.5014,78.84314,traffic_lane,28.23,80.19,80.08,12.87,48.88,65.3,41.37,57.5,69.4,1,8.03,6.76,49.16,5.04,3.882,4.552,4.107,4.676,3.803,K_pneumoniae,43.17,10.89,177032,3.935,6.678,36.95,3.57,3.41,4.7,0,38.58,33.95,106.9,497.7,7.95,0,15.24,No_Risk,0,0,
2026-01-18,F03,11,Sahiwal,3.1,4,37,0,1,0,9.5014,78.84314,milking_parlor,31.58,74.63,84.49,9.36,83.83,72.27,2.76,85.21,87.48,1,5.22,7.29,47.35,4.717,4.367,3.648,3.948,3.885,3.898,S_aureus,44.63,10.22,51076,4.002,6.609,36.89,3.99,3.21,4.55,0,38.48,33.97,107.8,448.0,6.76,0,4.39,No_Risk,0,0,
2026-01-19,F03,11,Sahiwal,3.1,4,38,0,1,0,9.5014,78.84314,water_trough,28.22,82.14,80.32,68.87,55.39,49.07,61.58,46.5,74.39,1,8.56,4.96,47.42,6.465,4.429,5.453,5.769,6.294,4.678,K_pneumoniae,67.54,11.06,151269,4.279,6.657,37.16,4.02,3.31,4.9,0,38.38,33.8,99.5,518.7,7.29,0,55.69,Moderate,0,0,
2026-01-20,F03,11,Sahiwal,3.1,4,39,0,1,0,9.5014,78.84314,bedding,27.44,75.76,78.23,13.66,62.63,76.42,26.67,61.58,65.94,1,8.03,7.93,47.97,5.312,3.94,4.879,4.792,4.705,3.899,S_uberis,36.94,11.66,93242,4.039,6.664,36.98,3.72,3.32,4.71,0,38.57,33.52,107.4,472.0,7.85,0,22.3,Low,0,0,
2026-01-21,F03,11,Sahiwal,3.1,4,40,0,1,0,9.5014,78.84314,traffic_lane,29.85,67.66,80.74,4.87,54.59,92.52,27.63,48.62,87.71,1,7.43,7.16,48.5,4.81,3.706,4.606,3.79,3.889,3.72,S_uberis,62.45,12.08,112824,4.002,6.72,36.84,3.86,3.23,4.86,0,38.45,34.4,89.2,431.5,7.69,0,8.46,No_Risk,0,0,
2026-01-22,F03,11,Sahiwal,3.1,4,41,0,1,0,9.5014,78.84314,external_waste_area,25.73,88.35,76.99,40.76,9.29,67.89,96.71,18.26,42.43,1,9.01,7.46,54.87,6.16,4.592,5.256,5.536,5.917,4.741,K_pneumoniae,57.21,11.12,171191,4.199,6.656,37.11,3.91,3.41,4.71,0,38.5,33.68,82.4,466.3,8.68,0,78.41,High,0,0,
2026-01-23,F03,11,Sahiwal,3.1,4,42,0,1,0,9.5014,78.84314,bedding,32.22,84.79,87.28,37.59,48.95,63.83,57.01,57.81,73.11,1,9.26,8.04,61.04,6.046,4.255,5.46,5.286,5.778,4.045,K_pneumoniae,54.02,11.22,78278,4.003,6.59,36.99,3.58,3.33,4.66,0,38.49,34.72,88.8,499.5,7.5,0,45.04,Moderate,0,0,
2026-01-24,F03,11,Sahiwal,3.1,4,43,0,1,0,9.5014,78.84314,manure_area,32.36,82.92,87.18,37.66,37.0,69.28,61.16,35.84,61.21,1,4.89,6.69,52.32,6.124,4.513,4.555,5.593,5.932,4.196,K_pneumoniae,64.25,11.56,107739,4.011,6.695,36.94,3.94,3.3,4.8,0,38.62,34.06,88.9,452.4,7.38,0,56.3,Moderate,0,0,
2026-01-25,F03,11,Sahiwal,3.1,4,44,0,1,0,9.5014,78.84314,feed_area,22.68,83.16,71.42,16.28,73.66,78.71,2.04,81.54,90.83,1,6.73,7.96,39.41,4.532,3.804,4.089,4.039,3.415,3.264,S_uberis,36.1,11.26,84114,3.988,6.599,37.08,3.57,3.23,4.78,0,38.6,33.31,101.7,476.0,8.16,0,4.2,No_Risk,0,0,
2026-01-26,F03,11,Sahiwal,3.1,4,45,0,1,0,9.5014,78.84314,soil,22.7,66.62,70.08,25.9,65.4,69.42,10.94,57.29,83.82,0,9.01,7.5,47.13,5.311,4.549,4.798,4.939,4.13,3.786,E_coli,42.47,10.75,96611,4.038,6.648,37.05,3.56,3.03,4.77,0,38.59,34.42,101.8,468.7,7.96,0,20.13,Low,0,0,
2026-01-27,F03,11,Sahiwal,3.1,4,46,0,1,0,9.5014,78.84314,feed_area,33.61,71.14,86.96,16.25,61.63,72.96,27.74,57.52,80.57,0,10.03,6.24,54.37,4.902,4.554,3.843,4.341,3.82,3.929,S_aureus,44.88,11.85,103161,4.18,6.621,37.07,3.92,3.29,4.76,0,38.54,34.17,111.6,502.3,7.72,0,9.97,No_Risk,0,0,
2026-01-28,F03,11,Sahiwal,3.1,4,47,0,1,0,9.5014,78.84314,water_trough,25.78,85.91,76.81,70.06,49.11,53.69,51.16,77.64,59.64,0,8.61,7.52,45.67,6.667,5.135,5.634,6.038,6.471,4.432,K_pneumoniae,63.67,10.78,57847,3.993,6.591,37.16,3.62,3.25,4.71,0,38.59,34.38,92.4,427.9,7.12,0,81.53,High,0,0,
2026-01-29,F03,11,Sahiwal,3.1,4,48,0,1,0,9.5014,78.84314,bedding,26.08,81.49,76.77,35.15,41.55,60.84,51.54,63.14,72.68,1,8.14,5.86,52.01,6.105,3.966,5.67,5.409,5.721,4.117,K_pneumoniae,41.32,12.68,120546,4.146,6.686,37.05,4.19,3.22,5.06,0,38.46,33.82,93.0,456.4,6.2,0,47.23,Moderate,0,0,
2026-01-30,F03,11,Sahiwal,3.1,4,49,0,1,0,9.5014,78.84314,bedding,32.9,83.2,88.12,40.58,48.31,66.5,54.48,36.79,71.23,0,9.35,6.89,50.55,6.18,4.72,5.435,5.422,5.957,4.237,K_pneumoniae,59.9,10.65,179189,4.058,6.692,36.71,3.53,2.99,4.75,0,38.75,33.55,106.0,516.2,9.21,0,54.55,Moderate,0,0,
2026-01-31,F03,11,Sahiwal,3.1,4,50,0,1,0,9.5014,78.84314,bedding,30.77,85.07,84.94,33.0,55.24,47.89,33.83,62.39,67.79,1,6.87,8.08,50.51,5.937,4.777,5.079,5.298,5.659,4.478,K_pneumoniae,52.78,11.23,106211,4.124,6.668,36.73,3.79,3.39,4.85,0,38.36,33.42,94.1,481.4,6.93,0,46.56,Moderate,0,0,
2026-02-01,F03,11,Sahiwal,3.1,4,51,0,1,0,9.5014,78.84314,milking_parlor,28.04,78.33,79.52,16.93,69.9,74.68,29.32,70.1,81.69,1,9.02,8.62,47.98,5.225,4.413,4.392,4.515,4.438,4.757,S_agalactiae,34.04,11.76,139771,4.134,6.649,37.2,3.78,3.37,4.74,0,38.43,34.61,94.7,435.4,8.23,0,11.67,No_Risk,0,0,
2026-02-02,F03,11,Sahiwal,3.1,4,52,0,1,0,9.5014,78.84314,feed_area,29.9,84.4,83.4,22.43,74.95,77.54,0.0,75.16,100.0,1,8.22,8.71,45.42,5.073,3.56,4.364,4.291,4.752,4.19,K_pneumoniae,47.79,10.99,31336,4.021,6.689,36.96,3.7,3.31,4.76,0,38.55,34.1,85.9,484.4,8.86,0,9.55,No_Risk,0,0,
2026-02-03,F03,11,Sahiwal,3.1,4,53,0,1,0,9.5014,78.84314,traffic_lane,31.12,71.43,83.24,1.0,46.5,61.02,40.3,32.0,74.82,1,5.96,6.37,46.44,4.463,3.65,4.017,3.454,3.965,3.321,S_uberis,35.82,11.37,132687,4.072,6.634,37.11,3.58,3.26,4.72,0,38.39,33.65,85.5,484.0,6.26,0,7.53,No_Risk,0,0,
2026-02-04,F03,11,Sahiwal,3.1,4,54,0,1,0,9.5014,78.84314,bedding,30.26,78.59,83.08,23.16,55.86,62.45,43.3,58.94,73.55,1,8.24,6.8,50.83,5.737,4.156,4.946,5.364,5.306,4.001,E_coli,42.32,11.01,63793,4.041,6.638,37.2,4.2,3.31,4.84,0,38.48,34.26,95.8,506.1,6.57,0,34.24,Low,0,0,
2026-02-05,F03,11,Sahiwal,3.1,4,55,0,1,0,9.5014,78.84314,external_road,29.17,70.6,80.17,11.54,82.02,74.62,0.0,72.99,100.0,1,9.04,7.36,48.73,4.693,3.557,3.925,4.113,4.267,3.77,K_pneumoniae,37.48,10.86,130818,4.05,6.658,37.28,3.61,3.33,4.82,0,38.36,34.05,95.5,409.1,7.84,0,4.35,No_Risk,0,0,
2026-02-06,F03,11,Sahiwal,3.1,4,56,0,1,0,9.5014,78.84314,bedding,31.72,72.0,84.24,23.14,72.92,77.11,23.0,67.76,89.8,1,8.27,5.31,48.57,5.517,3.562,4.992,5.19,4.791,4.013,E_coli,47.09,11.59,158805,4.149,6.625,36.86,3.81,3.23,4.78,0,38.41,33.69,104.0,477.2,8.02,0,15.88,No_Risk,0,0,
2026-02-07,F03,11,Sahiwal,3.1,4,57,0,1,0,9.5014,78.84314,traffic_lane,32.84,64.85,84.63,15.43,59.98,63.02,23.13,57.47,67.12,1,9.44,5.67,51.53,5.03,4.38,4.742,4.138,4.05,3.485,S_uberis,51.5,11.22,79112,3.889,6.68,36.88,3.8,3.08,4.75,0,38.41,34.85,100.3,466.2,9.27,0,15.71,No_Risk,0,0,
2026-02-08,F03,11,Sahiwal,3.1,4,58,0,1,0,9.5014,78.84314,water_trough,28.56,80.53,80.65,62.93,48.22,69.18,81.29,55.69,57.1,1,7.65,6.84,49.86,6.479,4.825,4.951,6.109,6.186,4.532,K_pneumoniae,51.0,11.67,59465,4.331,6.685,36.71,3.61,3.22,4.99,0,38.49,34.27,91.4,494.2,6.14,0,72.96,High,0,0,
2026-02-09,F03,11,Sahiwal,3.1,4,59,0,1,0,9.5014,78.84314,traffic_lane,30.08,57.63,79.5,12.51,58.31,80.86,31.43,64.3,98.65,1,8.54,8.99,41.6,5.106,3.253,4.809,4.181,4.632,3.539,S_uberis,50.45,10.47,128702,4.019,6.675,37.14,3.46,3.38,4.63,1,38.44,33.98,108.6,469.3,7.59,0,7.93,No_Risk,0,0,
2026-01-01,F10,12,HF_cross,9.4,3,20,1,1,1,12.25104,77.31115,water_trough,25.77,67.78,74.73,50.61,59.37,63.17,55.51,69.53,67.96,1,7.23,7.56,44.45,5.977,4.491,5.013,5.55,5.652,4.09,K_pneumoniae,47.24,19.06,101854,3.918,6.635,36.92,3.87,3.14,4.82,0,38.45,34.46,96.1,457.6,5.92,0,51.85,Moderate,0,0,
2026-01-02,F10,12,HF_cross,9.4,3,21,1,1,1,12.25104,77.31115,pasture,33.52,79.0,88.32,27.26,63.54,50.91,34.7,50.3,80.39,1,7.86,7.63,45.79,5.353,4.22,5.146,4.649,4.226,3.885,S_uberis,62.0,18.19,113864,4.106,6.646,37.19,4.07,3.09,4.79,0,38.49,34.07,106.3,523.3,6.16,0,27.45,Low,0,0,
2026-01-03,F10,12,HF_cross,9.4,3,22,1,1,1,12.25104,77.31115,manure_area,32.99,83.05,88.23,43.96,31.27,68.96,65.74,34.1,72.26,1,7.82,6.19,60.79,6.252,4.445,4.959,5.838,5.987,4.008,K_pneumoniae,54.27,18.52,78309,4.003,6.571,36.96,4.03,3.07,4.8,0,38.46,34.31,85.4,455.4,7.52,0,72.61,High,0,0,
2026-01-04,F10,12,HF_cross,9.4,3,23,1,1,1,12.25104,77.31115,feed_area,32.11,86.97,87.48,14.4,63.8,67.01,25.61,75.32,75.59,1,6.34,7.93,49.75,4.889,4.046,3.758,4.339,4.415,4.106,K_pneumoniae,33.57,18.73,99644,3.993,6.629,37.05,3.86,3.22,4.76,0,38.64,34.26,98.3,530.0,8.24,0,14.58,No_Risk,0,0,
2026-01-05,F10,12,HF_cross,9.4,3,24,1,1,1,12.25104,77.31115,feed_area,22.82,76.17,71.07,26.89,79.86,73.71,29.64,66.06,84.88,1,8.72,6.62,42.41,4.831,3.964,4.202,3.864,4.475,3.739,K_pneumoniae,44.04,18.71,97889,4.069,6.65,37.08,3.4,3.62,4.81,0,38.49,34.33,97.0,406.4,9.42,0,9.13,No_Risk,0,0,
2026-01-06,F10,12,HF_cross,9.4,3,25,1,1,1,12.25104,77.31115,milking_parlor,25.44,69.45,74.42,9.7,78.35,70.54,0.0,93.43,100.0,1,9.41,6.64,48.33,4.705,4.237,3.913,4.03,3.847,3.873,S_aureus,34.07,17.6,78759,4.038,6.592,37.01,4.08,3.23,4.71,0,38.4,33.86,90.2,442.7,7.94,0,5.37,No_Risk,0,0,
2026-01-07,F10,12,HF_cross,9.4,3,26,1,1,1,12.25104,77.31115,external_road,34.86,72.72,89.17,1.0,80.18,72.87,0.0,79.34,100.0,1,8.59,5.85,63.59,4.237,3.387,3.539,3.681,3.685,3.236,K_pneumoniae,28.07,19.06,62928,3.879,6.645,36.93,3.89,3.2,4.75,1,38.53,34.36,99.8,425.9,8.16,0,4.31,No_Risk,0,0,
2026-01-08,F10,12,HF_cross,9.4,3,27,1,1,1,12.25104,77.31115,water_trough,25.8,83.86,76.61,60.74,58.63,64.86,46.52,53.76,67.69,1,10.35,6.83,49.87,6.183,4.418,4.771,5.878,5.814,4.544,E_coli,49.46,18.18,69355,3.914,6.651,37.13,3.5,3.18,4.6,1,38.69,34.59,93.0,482.0,6.05,0,64.33,Moderate,0,0,
2026-01-09,F10,12,HF_cross,9.4,3,28,1,1,1,12.25104,77.31115,feed_area,28.45,83.31,80.87,27.06,61.95,67.99,19.07,58.15,88.0,1,9.44,6.09,43.44,5.239,3.947,4.096,4.934,4.661,4.306,E_coli,49.55,17.9,118230,4.224,6.694,37.05,3.7,3.13,4.65,0,38.47,33.96,93.1,529.2,7.55,0,16.36,No_Risk,0,0,
2026-01-10,F10,12,HF_cross,9.4,3,29,1,1,1,12.25104,77.31115,bedding,32.21,74.66,85.47,54.04,71.34,58.31,27.81,79.13,93.55,1,8.73,6.9,41.53,6.449,4.424,5.919,5.849,6.092,4.136,K_pneumoniae,43.98,18.07,104174,4.229,6.685,36.9,3.62,3.21,4.68,0,38.45,34.21,93.2,482.9,8.51,0,60.71,Moderate,0,0,
2026-01-11,F10,12,HF_cross,9.4,3,30,1,1,1,12.25104,77.31115,traffic_lane,29.72,74.55,81.6,7.25,60.3,78.86,27.98,55.84,70.88,1,7.3,6.09,51.83,4.728,4.057,4.314,3.745,3.947,3.847,S_uberis,38.55,18.43,53709,3.88,6.603,36.93,3.88,3.3,4.68,0,38.45,34.7,91.3,437.6,10.04,0,9.57,No_Risk,0,0,
2026-01-12,F10,12,HF_cross,9.4,3,31,1,1,1,12.25104,77.31115,bedding,29.71,87.72,83.59,40.98,57.31,59.28,48.35,51.2,74.6,1,9.23,6.53,50.62,6.133,4.436,4.973,5.624,5.906,4.024,K_pneumoniae,59.32,18.03,152133,3.911,6.587,37.05,4.14,3.22,4.76,1,38.28,34.0,92.3,462.4,8.9,0,61.84,Moderate,0,0,
2026-01-13,F10,12,HF_cross,9.4,3,32,1,1,1,12.25104,77.31115,external_waste_area,34.96,82.6,91.35,41.75,7.75,54.57,100.0,0.0,40.96,1,9.17,7.16,48.81,6.373,4.902,4.958,6.022,6.053,3.943,K_pneumoniae,47.84,17.16,127693,3.963,6.605,36.85,3.7,3.31,4.82,0,38.73,33.9,100.9,429.2,7.72,0,88.49,High,0,0,
2026-01-14,F10,12,HF_cross,9.4,3,33,1,1,1,12.25104,77.31115,external_road,30.12,71.74,81.77,12.42,66.13,70.06,17.2,58.92,90.97,1,9.64,4.7,57.8,4.661,3.701,4.158,4.063,3.764,3.957,S_uberis,31.41,17.96,68981,4.09,6.624,37.25,3.56,3.45,4.63,0,38.38,33.83,96.7,449.3,9.16,0,8.52,No_Risk,0,0,
2026-01-15,F10,12,HF_cross,9.4,3,34,1,1,1,12.25104,77.31115,water_trough,28.36,80.01,80.25,63.38,47.13,60.03,61.78,57.97,68.32,0,8.29,7.5,47.65,6.53,5.144,5.313,5.858,6.358,4.622,K_pneumoniae,67.32,19.06,131177,4.206,6.621,36.98,4.01,3.31,4.74,0,38.57,34.2,96.5,417.2,6.81,0,78.66,High,0,0,
2026-01-16,F10,12,HF_cross,9.4,3,35,1,1,1,12.25104,77.31115,feed_area,31.64,68.4,83.51,22.23,69.81,84.68,28.0,82.72,81.48,1,8.59,6.85,49.27,4.982,4.344,4.437,4.261,4.42,3.29,S_uberis,28.53,17.47,101508,4.151,6.627,37.06,4.02,3.27,4.67,0,38.55,34.27,102.4,459.0,5.57,0,13.72,No_Risk,0,0,
2026-01-17,F10,12,HF_cross,9.4,3,36,1,1,1,12.25104,77.31115,traffic_lane,31.38,56.69,81.13,10.64,51.08,77.67,26.26,63.91,81.59,1,8.81,7.43,51.15,4.838,3.957,4.508,4.167,4.004,3.454,S_uberis,46.77,18.61,107559,4.175,6.661,36.91,3.89,3.28,4.83,0,38.51,34.34,104.9,418.8,8.44,0,14.44,No_Risk,0,0,
2026-01-18,F10,12,HF_cross,9.4,3,37,1,1,1,12.25104,77.31115,manure_area,30.73,73.86,83.04,51.26,27.15,65.62,80.19,25.28,54.14,0,7.86,5.94,52.55,6.361,5.107,4.772,5.978,6.055,4.329,K_pneumoniae,49.47,17.86,172274,3.938,6.68,37.25,3.65,3.13,4.71,0,38.39,34.3,101.5,450.3,10.22,0,83.48,High,0,0,
