Record_ID,Cow_ID,Data_Source,Record_Type,Day,Days_Before_Index,Breed,Age_Years,Lactation_Number,Parity,Days_In_Milk,Previous_Mastitis_History,Vaccination_Status,Body_Temperature_C,Udder_Temperature_C,Activity_Index,Rumination_Time_min,Feed_Intake_kgDM,Water_Intake_L,Milk_Temperature,Milk_pH,Milk_Conductivity,Somatic_Cell_Count,Milk_Yield,Clotting,Milk_Fat_pct,Milk_Protein_pct,Milk_Lactose_pct,Milk_Solids_pct,Ambient_Temperature_C,Humidity_pct,THI,Hygiene_Score,Bedding_Cleanliness_Score,Milking_Frequency,class1,SCC_Change_3d,SCC_Change_7d,Conductivity_Change_3d,Conductivity_Change_7d,Yield_Change_3d,Yield_Change_7d,Activity_Change_3d,Activity_Change_7d,Rumination_Change_3d,Rumination_Change_7d,Temperature_Change_3d,Temperature_Change_7d
R00407,C0407,Original,Index_Observation,21,0,Crossbred,3.1,1,1,38,0,1,38.85,39.97,57.6,419.5,16.48,72.3,37.81,7.11,5.98,611,8.3,1.0,4.03,3.84,5.11,13.59,30.5,71.7,82.5,1,1,2,1.0,113.37,142.34,0.12,0.57,-1.99,-1.16,13.9,24.98,7.28,47.92,0.17,0.08
R00408,C0408,Original,Index_Observation,16,0,Sahiwal,4.8,4,4,176,1,1,38.55,39.4,73.9,443.2,12.33,81.4,35.7,6.63,4.81,113,27.0,0.0,3.68,3.45,4.48,12.27,37.5,81.4,95.3,1,4,2,0.0,28.59,4.86,-0.09,0.78,3.07,1.76,11.0,5.39,-5.11,-68.85,-0.24,-0.22
R00409,C0409,Original,Index_Observation,20,0,Crossbred,5.2,5,5,57,1,1,38.41,39.1,59.4,446.6,16.01,77.1,34.76,6.76,4.54,154,15.8,0.0,4.16,3.29,4.74,12.76,21.9,63.7,68.7,4,3,3,0.0,-44.87,-5.28,0.69,0.58,0.93,4.23,-6.29,-5.95,-23.42,-22.56,0.2,0.15
R00410,C0410,Original,Index_Observation,24,0,Gir,5.3,4,4,36,1,1,38.42,39.49,53.2,459.8,12.72,72.6,35.59,6.54,4.9,87,16.1,0.0,3.54,3.85,4.98,12.94,33.2,74.7,87.1,1,3,2,0.0,16.35,-21.62,0.45,0.36,-1.17,1.11,13.78,22.79,-20.09,-47.38,0.2,0.08
R00411,C0411,Original,Index_Observation,8,0,Jersey,2.1,1,1,13,0,0,38.37,38.23,65.3,453.8,17.0,96.2,35.49,6.57,4.38,156,23.9,0.0,3.71,3.27,4.96,12.68,33.9,66.5,86.6,2,2,2,0.0,-41.63,-0.68,-0.01,-0.1,-0.84,1.4,4.19,5.24,-21.69,-57.64,-0.2,-0.15
R00412,C0412,Original,Index_Observation,7,0,Jersey,6.0,5,5,47,0,0,38.6,39.53,74.1,426.6,15.45,84.6,35.79,6.59,5.22,185,22.1,0.0,4.45,3.38,4.67,13.27,20.3,53.2,65.9,2,3,2,0.0,-18.74,,0.12,,-3.23,,-6.41,,18.05,,-0.37,
R00413,C0413,Original,Index_Observation,3,0,Crossbred,3.1,2,2,122,0,0,38.65,38.67,75.0,490.4,15.7,62.9,35.56,6.6,4.43,100,16.9,0.0,3.97,3.01,4.99,12.89,31.7,52.9,81.0,1,2,2,0.0,,,,,,,,,,,,
R00414,C0414,Original,Index_Observation,17,0,Sahiwal,5.6,4,4,36,0,0,38.89,39.25,68.9,525.8,14.21,69.7,38.57,7.18,6.34,559,9.4,0.0,3.83,2.93,4.76,12.23,26.6,75.7,76.9,1,5,2,1.0,-121.79,-39.88,0.39,0.75,-0.54,-2.79,-9.81,-10.66,51.2,-13.1,0.08,-0.14
R00415,C0415,Original,Index_Observation,1,0,Crossbred,4.5,3,3,260,0,0,38.17,38.79,75.5,438.8,17.77,89.2,36.1,6.77,4.94,213,24.4,0.0,4.26,3.19,4.48,12.52,27.7,55.5,76.0,4,2,3,0.0,,,,,,,,,,,,
R00416,C0416,Original,Index_Observation,16,0,Crossbred,2.0,1,1,24,0,0,38.18,39.05,63.8,405.5,15.98,86.0,35.42,6.62,4.53,126,19.9,0.0,3.46,3.24,4.55,11.95,26.3,42.1,72.6,3,1,3,0.0,21.73,69.03,0.58,0.27,-0.09,-2.56,2.59,17.09,-21.65,-10.68,0.09,-0.67
R00417,C0417,Original,Index_Observation,12,0,Crossbred,3.9,3,3,6,0,1,38.64,38.6,54.1,450.2,15.95,102.9,35.49,6.69,4.96,195,27.8,0.0,4.49,3.32,4.8,13.3,34.8,66.8,88.0,4,1,3,0.0,38.66,-25.02,-0.04,0.79,3.47,-0.91,-0.27,14.1,-29.2,-76.02,-0.14,0.33
R00418,C0418,Original,Index_Observation,27,0,Sahiwal,5.2,4,4,21,1,1,39.21,39.6,75.2,367.4,13.47,57.1,37.37,7.23,6.65,591,10.1,1.0,3.55,2.99,4.52,11.73,27.4,57.3,75.9,1,3,2,1.0,225.16,244.33,-0.02,-0.26,-0.49,-1.76,-11.12,-24.76,-12.48,-16.45,-0.11,0.35
R00419,C0419,Original,Index_Observation,19,0,Crossbred,5.6,4,4,197,1,0,38.54,38.98,60.8,448.8,16.9,90.9,35.28,6.47,5.14,144,22.1,0.0,3.74,3.38,4.79,12.66,25.6,47.0,72.2,1,5,2,0.0,19.91,60.58,0.19,0.01,-4.13,-6.16,-9.09,4.86,40.09,35.97,-0.82,-0.55
R00420,C0420,Original,Index_Observation,22,0,Gir,4.2,2,2,118,0,0,38.35,38.68,83.0,448.2,11.52,59.1,35.06,6.68,4.7,168,23.5,0.0,3.5,3.06,4.7,11.86,25.7,66.1,74.4,2,4,3,0.0,26.78,43.71,0.81,1.12,-3.79,-8.5,17.08,18.33,-34.34,-107.69,0.48,0.81
R00421,C0421,Original,Index_Observation,23,0,Jersey,7.3,6,6,60,1,1,38.58,39.3,84.4,416.3,15.93,80.6,35.41,6.46,4.52,115,22.7,0.0,3.63,3.36,4.72,12.45,26.2,76.5,76.5,2,3,3,0.0,-29.31,14.73,0.29,0.77,-0.61,0.25,-15.57,-7.0,22.86,17.75,0.22,-0.07
R00422,C0422,Original,Index_Observation,22,0,Crossbred,6.3,5,5,9,1,1,38.21,39.91,72.7,418.1,17.12,74.4,36.36,6.64,4.61,155,19.4,0.0,3.52,3.45,5.2,12.95,22.4,65.3,69.6,1,5,2,0.0,22.05,78.68,0.4,0.36,-0.97,2.63,-0.31,7.82,-2.86,40.71,0.04,0.52
R00423,C0423,Original,Index_Observation,14,0,Crossbred,4.0,3,3,118,0,1,38.88,39.44,53.4,432.9,16.47,98.2,34.81,6.51,4.94,135,19.1,0.0,3.58,3.15,4.74,12.32,25.5,49.0,72.4,3,3,2,0.0,15.79,7.8,0.76,1.37,5.27,1.44,-5.45,4.53,-70.77,-84.72,0.11,0.18
R00424,C0424,Original,Index_Observation,30,0,Crossbred,5.9,5,5,32,0,1,38.85,39.15,66.8,476.8,17.65,65.6,38.08,7.02,6.77,740,11.4,1.0,4.5,3.1,4.45,12.81,28.6,72.2,79.6,4,2,2,1.0,49.32,71.38,0.79,1.5,-1.86,-4.53,4.88,11.08,-108.83,-79.71,0.26,0.16
R00425,C0425,Original,Index_Observation,6,0,Jersey,8.0,7,7,51,1,0,38.35,38.25,74.2,506.6,17.74,90.4,36.24,6.74,4.48,163,22.4,0.0,3.6,3.58,4.37,12.37,30.1,80.5,83.2,2,3,2,0.0,-55.87,,-0.4,,3.95,,-9.29,,-9.79,,0.24,
R00426,C0426,Original,Index_Observation,6,0,Sahiwal,8.0,7,7,81,0,0,38.45,38.73,73.1,413.9,13.55,56.5,35.4,6.66,4.63,139,21.8,0.0,4.06,3.43,5.2,13.37,34.3,97.0,93.1,2,1,3,0.0,20.73,,0.65,,1.04,,5.08,,-84.4,,0.0,
R00427,C0427,Original,Index_Observation,13,0,Crossbred,2.3,1,1,35,0,0,38.32,38.36,65.6,431.8,18.96,77.8,35.17,6.78,4.35,144,23.1,0.0,3.86,3.27,4.64,12.46,29.3,86.6,82.7,2,1,3,0.0,3.77,-17.48,0.61,0.55,-2.75,-5.98,1.63,-4.76,-0.77,-13.71,-0.43,-0.36
R00428,C0428,Original,Index_Observation,19,0,Sahiwal,2.8,2,2,40,0,1,38.97,39.54,83.2,443.1,12.47,63.4,36.02,6.57,5.25,102,16.9,0.0,3.35,3.54,4.8,12.55,25.5,49.9,72.5,1,2,2,0.0,-30.43,-84.28,-0.46,-0.92,0.61,-1.92,22.57,25.16,7.61,94.97,-0.1,-0.61
R00429,C0429,Original,Index_Observation,22,0,Crossbred,7.2,6,6,44,0,1,38.42,39.0,79.5,483.4,17.68,112.8,35.2,6.7,4.53,214,19.3,0.0,4.33,3.27,4.36,12.55,22.7,77.9,71.1,1,1,3,0.0,-12.46,134.41,0.06,-1.14,-0.03,-0.25,-0.62,-14.54,18.36,17.59,0.22,0.13
R00430,C0430,Original,Index_Observation,8,0,Sahiwal,2.6,3,3,301,1,0,38.62,38.85,67.7,473.9,14.07,66.3,36.41,6.67,4.95,185,17.2,0.0,3.84,3.11,4.75,12.38,29.5,68.8,80.5,2,5,2,0.0,-52.01,-204.78,0.27,0.36,-0.1,-1.92,5.94,9.38,14.22,74.51,-0.32,-0.71
R00431,C0431,Original,Index_Observation,27,0,Gir,2.1,1,1,15,0,0,38.72,39.87,57.0,447.5,13.18,78.6,35.84,6.68,4.76,189,18.8,0.0,3.31,3.03,4.33,11.5,27.4,47.7,74.6,2,5,2,0.0,-78.85,-87.89,-0.28,0.03,-0.86,0.41,4.9,4.74,26.86,-41.87,0.08,-0.32
R00432,C0432,Original,Index_Observation,27,0,Sahiwal,3.6,2,2,29,0,1,38.26,38.38,80.2,461.7,14.22,84.4,35.26,6.78,4.4,138,23.0,0.0,3.62,3.21,4.64,12.17,27.6,69.3,77.6,2,2,3,0.0,14.41,33.01,-0.32,-0.77,0.44,2.62,-19.8,-1.75,81.02,87.07,0.06,-0.07
R00433,C0433,Original,Index_Observation,2,0,Jersey,5.3,4,4,18,0,1,38.65,39.0,65.4,436.0,16.63,57.1,36.58,6.72,4.7,81,20.3,0.0,4.1,3.38,4.78,12.95,29.4,93.8,83.9,3,3,2,0.0,,,,,,,,,,,,
R00434,C0434,Original,Index_Observation,21,0,Sahiwal,4.3,3,3,31,0,0,38.58,39.22,65.2,511.7,16.13,81.0,35.2,6.68,4.94,228,27.8,0.0,3.84,3.56,4.61,12.7,30.7,82.9,84.5,1,2,3,0.0,89.25,148.63,-0.23,-0.27,1.19,1.65,-7.83,-14.48,-2.65,44.12,-0.19,0.34
R00435,C0435,Original,Index_Observation,30,0,Crossbred,3.3,1,1,39,0,0,38.04,38.78,69.7,444.6,15.77,85.4,35.87,6.48,4.64,148,20.6,0.0,3.73,3.24,4.99,12.7,29.4,49.8,77.5,1,1,3,0.0,18.12,44.1,0.4,0.84,0.88,-2.16,20.11,16.75,-3.24,27.31,0.48,0.95
R00436,C0436,Original,Index_Observation,1,0,Crossbred,3.3,3,3,16,0,0,38.6,39.49,56.8,438.6,16.37,80.4,35.65,6.55,5.06,120,20.2,0.0,3.57,3.5,4.82,12.72,27.1,65.2,76.4,1,2,2,0.0,,,,,,,,,,,,
R00437,C0437,Original,Index_Observation,28,0,Crossbred,3.2,2,2,18,1,0,38.54,39.1,67.9,469.4,16.28,47.2,36.15,6.64,5.01,167,20.3,0.0,3.55,3.2,4.91,12.47,23.8,72.4,72.3,1,1,2,0.0,19.61,36.48,-0.45,0.17,-3.81,-4.23,14.19,3.88,2.6,-5.9,0.18,0.91
R00438,C0438,Original,Index_Observation,15,0,Holstein_Friesian,2.9,1,1,51,0,0,38.61,39.41,81.2,494.3,20.92,68.8,36.28,6.66,4.98,197,18.1,0.0,3.68,3.08,4.89,12.37,24.8,39.1,70.4,2,2,2,0.0,1.38,-26.98,0.33,-0.09,0.14,-2.19,-9.48,20.12,5.17,44.98,-0.17,0.87
R00439,C0439,Original,Index_Observation,1,0,Jersey,8.6,8,8,178,1,0,38.78,39.11,79.6,437.3,11.37,78.0,37.79,7.12,6.13,597,7.6,1.0,3.47,3.02,4.75,12.07,32.4,39.6,79.6,3,1,2,1.0,,,,,,,,,,,,
R00440,C0440,Original,Index_Observation,5,0,Jersey,5.0,4,4,16,0,1,38.89,39.82,64.3,443.8,17.1,73.1,38.29,7.23,5.71,593,8.6,1.0,3.79,3.19,4.58,12.31,25.8,67.3,74.8,3,1,2,1.0,-52.42,,0.36,,-1.23,,-7.74,,-50.45,,0.65,
R00441,C0441,Original,Index_Observation,28,0,Sahiwal,6.1,4,4,44,0,0,38.95,39.7,42.3,444.2,10.98,96.4,35.73,6.8,4.52,193,20.3,0.0,4.03,2.97,4.49,12.3,21.0,67.5,67.7,2,1,2,0.0,-4.22,32.94,0.1,0.25,-0.51,-0.59,5.1,3.99,-52.82,-44.89,-0.1,0.83
R00442,C0442,Original,Index_Observation,29,0,Crossbred,3.6,4,4,119,0,0,38.11,39.08,83.8,415.6,16.76,62.3,35.16,6.71,4.76,107,17.6,0.0,3.91,3.67,4.96,13.15,34.0,37.4,81.1,2,4,2,0.0,18.35,-7.61,0.16,-0.97,-2.6,-4.47,5.62,33.21,49.03,23.98,0.53,0.89
R00443,C0443,Original,Index_Observation,16,0,Jersey,4.2,3,3,76,0,1,38.47,38.24,84.8,491.8,13.19,93.6,36.51,6.66,4.86,123,17.2,0.0,4.41,3.33,5.1,13.73,23.1,70.8,71.1,1,1,2,0.0,-200.71,-213.19,0.23,0.13,-1.13,1.92,-15.17,-15.17,-57.36,-76.5,0.45,0.5
R00444,C0444,Original,Index_Observation,19,0,Crossbred,3.2,2,2,283,0,0,38.73,38.78,55.3,410.3,17.53,76.7,35.57,6.63,4.05,188,18.6,0.0,3.43,3.23,4.77,12.17,28.2,81.3,80.2,2,2,2,0.0,85.68,31.24,-0.55,-0.56,4.33,4.76,2.63,-20.12,49.29,3.16,-0.12,0.55
R00445,C0445,Original,Index_Observation,4,0,Crossbred,2.0,2,2,60,1,1,38.65,39.36,60.2,485.4,15.36,101.5,35.32,6.55,4.7,41,20.2,0.0,3.23,3.56,5.14,12.38,30.6,61.7,80.9,1,2,3,0.0,-18.82,,0.29,,-0.42,,-4.19,,40.97,,0.08,
R00446,C0446,Original,Index_Observation,3,0,Jersey,2.0,1,1,37,0,1,38.66,38.06,70.6,458.6,13.97,83.4,35.59,6.66,4.75,144,23.6,0.0,3.93,2.95,5.2,12.96,28.0,65.9,77.8,3,2,2,0.0,,,,,,,,,,,,
R00447,C0447,Original,Index_Observation,17,0,Gir,2.0,1,1,21,0,1,39.34,39.93,84.3,419.2,11.72,45.5,34.83,6.68,4.62,93,16.0,0.0,3.6,3.19,5.1,12.61,15.1,73.6,59.0,2,2,2,0.0,2.91,23.48,0.14,0.4,3.28,3.46,-8.17,1.47,-10.4,-13.37,-0.47,-1.34
R00448,C0448,Original,Index_Observation,17,0,Jersey,2.0,1,1,53,0,0,38.67,39.47,65.7,474.2,14.44,89.7,35.01,6.53,5.09,131,19.0,0.0,3.11,3.67,4.69,12.15,30.0,71.6,81.7,1,1,2,0.0,11.01,-44.95,0.13,-0.28,0.75,2.37,-7.47,0.14,-36.15,-136.94,-0.22,0.35
R00449,C0449,Original,Index_Observation,12,0,Crossbred,2.3,2,2,19,0,0,38.91,39.09,78.6,432.9,15.71,73.3,36.1,6.68,4.83,138,20.4,0.0,3.96,3.2,4.71,12.54,34.9,40.0,82.7,1,3,2,0.0,-48.0,-63.65,0.07,-0.71,-2.46,-0.34,3.73,2.88,-39.96,-36.12,-0.35,0.04
R00450,C0450,Original,Index_Observation,28,0,Jersey,6.9,6,6,230,1,0,38.39,38.62,57.9,493.6,15.61,67.1,35.17,6.63,5.09,136,14.5,0.0,4.0,3.77,5.11,13.65,32.1,51.4,81.3,1,3,2,0.0,31.04,32.94,0.41,-0.13,-1.45,-1.48,3.56,-15.26,36.82,-6.53,-0.75,-0.88
R00451,C0451,Original,Index_Observation,30,0,Crossbred,4.4,3,3,51,0,0,38.16,38.15,62.9,522.1,17.76,55.7,34.98,6.46,4.64,128,17.5,0.0,2.91,3.4,4.8,11.75,17.0,59.1,61.5,4,3,2,0.0,20.13,32.67,0.27,1.02,4.09,7.93,-13.79,-2.82,0.56,-7.8,-0.28,-0.35
R00452,C0452,Original,Index_Observation,29,0,Sahiwal,6.8,5,5,298,1,0,38.43,38.63,45.6,458.8,11.2,99.3,35.77,6.56,4.98,106,18.0,0.0,3.59,3.51,5.0,12.77,39.1,52.1,90.6,1,3,3,0.0,-33.08,-23.19,-0.07,0.86,0.13,1.6,10.3,11.35,79.15,48.13,0.53,0.96
R00453,C0453,Original,Index_Observation,14,0,Jersey,5.2,4,4,24,0,0,38.78,38.99,57.2,455.8,13.9,68.8,36.09,6.61,5.19,242,17.6,0.0,3.37,3.55,4.66,12.24,21.1,87.0,69.1,1,2,2,0.0,38.06,-4.94,-0.43,-1.31,4.37,5.42,27.97,36.11,-5.76,-5.27,0.24,0.3
R00454,C0454,Original,Index_Observation,21,0,Crossbred,5.9,5,5,45,1,0,38.67,38.81,93.2,452.5,16.67,101.8,35.86,6.84,5.09,225,20.6,0.0,3.73,3.26,4.87,12.55,22.4,74.5,70.3,1,2,2,0.0,37.2,16.22,0.43,0.59,-0.86,0.06,-6.78,-6.78,-18.4,-20.99,0.63,0.38
R00455,C0455,Original,Index_Observation,6,0,Crossbred,2.9,1,1,99,0,1,38.67,38.79,94.7,449.5,17.44,72.4,36.0,6.71,4.37,104,19.5,0.0,3.17,3.11,4.92,11.88,32.1,48.4,80.7,3,1,2,0.0,24.48,,0.68,,0.43,,-5.3,,16.68,,0.4,
R00456,C0456,Original,Index_Observation,3,0,Crossbred,5.4,3,3,198,0,0,38.41,38.71,68.4,467.2,18.86,64.0,35.12,6.52,4.62,213,18.3,0.0,3.83,3.23,4.55,12.42,30.4,61.8,80.6,2,2,2,0.0,,,,,,,,,,,,
R00457,C0457,Original,Index_Observation,28,0,Gir,5.8,5,5,5,0,0,38.34,38.63,57.8,424.6,9.96,99.0,34.79,6.7,4.6,134,21.3,0.0,4.25,3.02,5.02,13.03,28.4,82.0,80.7,2,1,3,0.0,-22.86,49.19,0.29,-0.12,2.44,2.21,-9.94,2.64,22.67,24.08,-0.2,-0.21
R00458,C0458,Original,Index_Observation,9,0,Holstein_Friesian,3.5,1,1,281,0,0,38.51,39.62,65.1,442.7,21.36,84.2,36.25,6.5,4.85,155,25.2,0.0,3.94,3.23,4.62,12.55,25.0,55.3,72.4,2,2,2,0.0,51.09,18.02,-0.72,-1.12,-1.28,2.27,7.63,-8.75,-5.9,-26.39,0.21,0.07
R00459,C0459,Original,Index_Observation,5,0,Sahiwal,5.5,4,4,14,0,1,38.73,38.98,72.2,428.3,14.73,84.0,35.34,6.76,4.91,147,24.9,0.0,2.84,3.24,4.72,11.58,34.9,77.8,90.4,1,3,2,0.0,-30.29,,0.31,,-2.44,,-1.6,,40.01,,0.37,
R00460,C0460,Original,Index_Observation,24,0,Jersey,5.5,4,4,52,0,0,38.77,39.3,46.6,408.5,18.47,54.1,35.37,6.6,4.45,124,14.2,0.0,3.68,3.6,4.55,12.54,27.8,85.7,80.1,3,1,2,0.0,-56.06,-17.67,0.64,0.31,2.61,2.35,-13.01,-16.11,46.01,50.3,0.2,-0.15
R00461,C0461,Original,Index_Observation,29,0,Holstein_Friesian,3.5,3,3,67,0,0,38.23,38.42,61.3,504.7,20.1,74.6,36.16,6.64,4.72,189,21.7,0.0,3.86,3.38,4.72,12.59,19.9,83.2,66.8,1,1,2,0.0,107.7,129.94,-0.17,0.19,-2.82,-3.27,1.34,3.69,-56.05,-75.0,-0.52,-0.22
R00462,C0462,Original,Index_Observation,17,0,Crossbred,2.5,1,1,60,0,1,39.05,39.41,80.7,452.1,14.6,72.5,38.3,7.14,6.54,604,10.2,1.0,3.57,3.82,4.41,12.7,34.4,67.7,87.6,1,3,2,1.0,-56.82,52.88,-0.27,-0.65,3.27,5.34,-18.49,-19.11,-83.1,-43.44,-0.33,-0.54
R00463,C0463,Original,Index_Observation,14,0,Gir,2.4,2,2,14,0,0,38.61,38.54,52.7,435.7,11.54,48.1,38.44,7.01,6.42,705,9.4,1.0,4.27,2.84,4.77,12.69,29.1,83.8,82.1,2,2,2,1.0,-90.28,46.13,0.44,0.57,0.57,-2.76,-15.5,-12.83,4.0,-70.82,0.22,0.4
R00464,C0464,Original,Index_Observation,21,0,Crossbred,4.7,3,3,34,1,1,38.74,38.54,70.5,499.3,15.62,70.0,36.58,6.51,4.55,98,18.8,0.0,3.95,2.95,4.83,12.61,33.8,57.2,84.6,1,4,2,0.0,-28.6,17.73,0.02,-0.41,-0.66,-2.94,-25.6,-25.61,58.48,48.85,0.21,0.89
R00465,C0465,Original,Index_Observation,3,0,Holstein_Friesian,5.1,4,4,18,0,1,38.43,38.37,71.1,393.8,20.41,73.6,35.18,6.59,4.72,114,20.4,0.0,3.49,3.15,4.7,12.16,31.0,97.0,87.3,1,5,3,0.0,,,,,,,,,,,,
R00466,C0466,Original,Index_Observation,28,0,Jersey,3.1,2,2,50,0,1,39.04,39.51,74.4,489.8,16.02,80.5,35.96,6.75,4.61,84,20.5,0.0,3.12,3.54,4.89,12.23,40.4,68.6,96.7,3,5,2,0.0,35.49,46.12,-0.13,-0.58,-1.0,-5.2,13.12,6.07,30.87,-27.85,0.6,0.66
R00467,C0467,Original,Index_Observation,1,0,Jersey,4.5,3,3,27,0,0,38.38,39.19,67.2,427.0,18.0,97.7,35.53,6.5,5.04,150,18.3,0.0,3.27,3.21,4.77,11.73,26.4,82.2,77.4,2,2,2,0.0,,,,,,,,,,,,
R00468,C0468,Original,Index_Observation,20,0,Gir,5.5,5,5,240,1,0,38.84,38.74,66.0,446.9,8.82,63.1,37.97,7.09,5.81,498,10.5,1.0,3.91,2.97,4.43,11.91,28.1,59.6,77.1,1,2,2,1.0,-4.92,233.49,0.75,1.59,-0.36,-3.68,-16.74,-12.52,-75.72,-152.41,0.13,0.21
R00469,C0469,Original,Index_Observation,29,0,Crossbred,5.6,4,4,187,1,1,38.76,38.95,80.3,429.4,18.94,67.8,36.26,6.6,4.7,139,18.7,0.0,3.87,3.18,4.75,12.59,31.7,72.5,84.4,1,3,2,0.0,-60.79,-7.97,-0.87,0.04,0.86,0.84,8.3,15.31,41.96,39.73,-0.69,-0.4
R00470,C0470,Original,Index_Observation,21,0,Holstein_Friesian,7.3,6,6,30,0,0,38.25,38.13,94.7,424.7,20.72,118.3,35.75,6.71,4.67,205,20.7,0.0,3.54,2.99,4.76,12.0,26.4,73.2,76.4,3,3,2,0.0,75.46,101.9,-0.3,-0.32,1.37,5.02,-2.57,-5.3,-60.33,-125.55,0.61,-0.65
R00471,C0471,Original,Index_Observation,23,0,Holstein_Friesian,6.8,6,6,56,0,1,38.51,38.81,71.1,506.2,22.25,75.1,35.77,6.77,4.56,198,21.8,0.0,3.42,2.95,4.89,11.93,32.2,51.1,81.3,1,3,3,0.0,3.36,-8.7,-0.12,0.04,3.22,-0.25,-23.52,-22.34,51.13,-45.92,0.14,0.04
R00472,C0472,Original,Index_Observation,1,0,Holstein_Friesian,2.7,2,2,154,0,0,38.46,39.27,82.6,531.5,24.28,79.5,36.04,6.6,5.22,149,22.6,0.0,4.07,3.68,4.87,13.1,14.0,50.6,57.4,1,2,2,0.0,,,,,,,,,,,,
R00473,C0473,Original,Index_Observation,3,0,Crossbred,7.5,7,7,16,0,0,38.33,38.56,92.4,430.6,17.05,72.2,35.32,6.61,4.43,147,18.5,0.0,4.13,3.16,4.98,12.99,27.6,61.9,76.8,2,1,2,0.0,,,,,,,,,,,,
R00474,C0474,Original,Index_Observation,18,0,Crossbred,3.5,2,2,190,1,0,38.34,38.72,61.6,475.1,16.18,76.2,35.08,6.77,4.93,225,20.9,0.0,4.07,3.3,4.69,12.67,27.5,81.6,79.1,2,1,3,0.0,10.85,63.5,0.69,0.63,0.69,-0.4,8.09,23.92,-12.82,11.96,0.39,0.72
R00475,C0475,Original,Index_Observation,25,0,Crossbred,6.4,4,4,64,1,0,38.83,39.78,58.9,469.5,17.9,83.6,34.98,6.46,4.81,171,22.9,0.0,4.07,3.22,4.78,12.72,27.3,37.5,73.2,4,1,3,0.0,-6.5,41.63,-0.52,0.7,-3.2,-6.0,38.55,25.36,-71.27,-32.47,0.2,0.07
R00476,C0476,Original,Index_Observation,10,0,Crossbred,4.6,3,3,36,0,0,38.64,39.39,64.9,517.6,15.64,79.1,38.66,7.22,7.13,648,9.4,0.0,3.87,3.25,4.8,12.72,23.4,59.6,70.6,2,1,2,1.0,266.18,335.39,0.34,-0.1,-3.18,-4.09,-18.58,-0.57,-36.65,-36.59,0.56,0.56
R00477,C0477,Original,Index_Observation,22,0,Holstein_Friesian,3.8,3,3,35,0,0,39.02,39.31,78.8,365.2,21.63,70.3,38.71,6.98,7.28,637,8.3,1.0,3.71,3.12,4.83,12.28,32.7,84.6,88.1,1,4,2,1.0,-0.24,336.14,0.6,-0.54,-4.21,-3.24,-16.82,-18.4,-15.55,-19.52,-0.2,-0.21
R00478,C0478,Original,Index_Observation,26,0,Jersey,2.0,1,1,10,0,1,38.57,39.03,70.5,468.0,15.24,93.2,34.95,6.69,4.48,166,19.3,0.0,3.62,3.18,4.76,12.17,25.4,46.5,71.9,2,1,2,0.0,-73.02,-28.6,0.04,-0.41,3.89,4.5,12.98,1.25,-17.0,-24.37,0.3,0.32
R00479,C0479,Original,Index_Observation,3,0,Jersey,4.2,3,3,47,0,1,38.06,38.14,66.5,438.1,17.01,94.3,35.39,6.6,5.03,183,20.6,0.0,3.62,3.32,4.8,12.48,29.0,83.8,81.9,2,3,3,0.0,,,,,,,,,,,,
R00480,C0480,Original,Index_Observation,8,0,Holstein_Friesian,2.0,1,1,17,0,1,38.67,39.23,57.4,366.3,19.21,77.8,35.36,6.65,4.83,125,16.6,0.0,3.03,3.54,4.72,12.1,27.8,48.1,75.2,1,5,2,0.0,10.31,46.66,-0.07,0.1,-0.54,1.29,10.31,0.18,-28.67,13.78,0.19,0.02
R00481,C0481,Original,Index_Observation,14,0,Holstein_Friesian,6.2,5,5,74,1,0,38.07,38.66,75.3,427.5,19.95,83.5,35.65,6.4,4.24,162,19.4,0.0,3.47,3.45,4.58,12.18,30.6,51.3,79.3,2,2,3,0.0,48.79,72.96,-0.16,0.17,3.08,6.78,5.52,-2.47,16.88,39.91,0.58,0.14
R00482,C0482,Original,Index_Observation,24,0,Crossbred,7.2,5,5,52,0,0,38.74,38.62,87.6,535.1,14.46,97.2,35.91,6.58,4.54,135,22.2,0.0,4.03,2.97,4.75,12.62,35.4,62.8,88.1,1,2,2,0.0,-18.32,-94.07,-0.51,-0.83,2.07,5.43,-7.3,-12.42,-42.66,-11.85,0.06,0.64
R00483,C0483,Original,Index_Observation,18,0,Holstein_Friesian,3.1,3,3,246,0,0,38.38,38.84,61.8,410.5,21.61,65.7,35.93,6.7,4.82,143,21.9,0.0,3.93,3.45,4.32,12.3,29.0,93.1,83.2,3,3,2,0.0,24.24,61.69,0.4,0.13,0.59,-1.97,-18.63,-22.55,-50.9,-31.13,0.22,0.26
R00484,C0484,Original,Index_Observation,15,0,Crossbred,5.0,6,6,138,0,1,38.49,38.85,70.8,488.4,14.12,113.0,35.21,6.55,4.95,50,19.2,0.0,3.54,3.29,5.02,12.43,32.4,55.4,82.4,3,2,2,0.0,2.43,-7.77,0.87,1.15,-1.16,3.18,10.92,3.5,-3.51,-72.16,-0.1,0.14
R00485,C0485,Original,Index_Observation,22,0,Crossbred,3.2,2,2,56,1,1,38.09,38.7,68.4,495.9,15.53,72.7,35.42,6.66,4.5,141,20.7,0.0,3.82,3.1,4.43,11.92,28.8,39.0,75.1,2,2,2,0.0,47.14,96.57,0.14,0.37,-2.03,-1.66,-8.96,-31.57,65.03,37.2,-0.34,-0.38
